"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.048311242E1,-1.310484404E0,2.759867662E0,-1.670205696E0
4.049304442E1,-1.196897562E0,3.051480585E0,-1.901942546E0
4.050297642E1,-1.102662665E0,3.162394080E0,-1.926858702E0
4.051290842E1,-9.294611210E-1,3.327076231E0,-1.797736977E0
4.052284042E1,-8.956921349E-1,3.427654188E0,-1.346259423E0
4.053277242E1,-1.157472564E0,3.389650210E0,-8.700399613E-1
4.054270442E1,-1.384755006E0,3.372576925E0,-8.270068661E-1
4.055263642E1,-9.271197496E-1,3.507356415E0,-1.216122622E0
4.056256942E1,-2.330223428E-1,3.571137258E0,-1.984222226E0
4.057250142E1,3.911844282E-1,3.790233598E0,-2.186010808E0
4.058243342E1,1.224721903E0,4.548503448E0,-2.396921046E0
4.059236542E1,1.276500971E0,4.979354948E0,-1.531683987E0
4.060229742E1,8.258530643E-1,5.061886058E0,5.879967369E-2
4.061222942E1,5.395125018E-1,4.903277410E0,1.601081082E0
4.062216142E1,3.875597392E-1,4.369284534E0,2.640200300E0
4.063209442E1,3.613776617E-1,3.423298012E0,3.289159377E0
4.064202642E1,7.317786004E-1,2.411124517E0,3.630340902E0
4.065195842E1,1.306294582E0,1.350446030E0,3.357118056E0
4.066189042E1,1.634475261E0,1.687716937E-1,3.055902250E0
4.067182242E1,1.914038097E0,-8.638460058E-1,2.669415329E0
4.068175442E1,2.389495667E0,-1.478325221E0,2.020787205E0
4.069168642E1,2.715476185E0,-1.754084589E0,1.489573510E0
4.070161842E1,2.701263943E0,-1.759997293E0,1.145119883E0
4.071155142E1,2.390833802E0,-1.352662709E0,8.691710651E-1
4.072148342E1,1.513847641E0,-7.837520152E-1,7.205371821E-1
4.073141542E1,2.698380571E-1,-2.402445495E-1,8.462312686E-1
4.074134742E1,-9.081723589E-1,2.086485350E-1,9.170948446E-1
4.075127942E1,-1.848746186E0,2.881835318E-1,8.804596996E-1
4.076121142E1,-2.257790789E0,7.296506524E-2,6.740085483E-1
4.077114342E1,-1.990705034E0,-3.687090468E-1,3.107444286E-1
4.078107542E1,-1.134700729E0,-8.823764169E-1,-8.404086113E-2
4.079100842E1,-3.534620666E-1,-1.497467836E0,-3.080336595E-1
4.080094042E1,1.374794238E-1,-2.103679672E0,-2.978536570E-1
4.081087242E1,3.196582531E-1,-2.688074378E0,-1.041763330E-1
4.082080442E1,3.395333045E-1,-3.119175555E0,5.955389142E-2
4.083073642E1,2.579950882E-1,-3.460759953E0,5.978894949E-2
4.084066842E1,7.306856096E-2,-3.745005385E0,-8.963723123E-2
4.085060042E1,-2.165916120E-1,-3.995409472E0,-3.527081412E-1
4.086053342E1,-4.841767918E-1,-4.189211926E0,-7.101542813E-1
4.087046542E1,-5.535180086E-1,-4.300865094E0,-9.792799830E-1
4.088039742E1,-5.117945800E-1,-4.363715646E0,-1.097773808E0
4.089032942E1,-3.398449246E-1,-4.311787693E0,-1.079885421E0
4.090026142E1,1.121073135E-1,-4.162557394E0,-7.918492395E-1
4.091019342E1,5.635481396E-1,-4.045679739E0,-4.337651682E-1
4.092012542E1,1.069494334E0,-3.719965854E0,-3.560568416E-1
4.093005742E1,1.403598536E0,-3.288833687E0,-2.348762208E-1
4.093999042E1,1.539446459E0,-2.649183378E0,-1.900134587E-1
4.094992242E1,1.294618130E0,-1.912398537E0,-2.057939243E-1
4.095985442E1,1.078863986E0,-1.047859052E0,-4.218415260E-1
4.096978642E1,9.053964664E-1,-1.540156603E-2,-7.130533308E-1
4.097971842E1,5.193939504E-1,8.507523358E-1,-9.170562530E-1
4.098964988E1,3.329142199E-1,1.726009768E0,-1.084145703E0
4.099958187E1,2.320670722E-1,2.517200611E0,-8.570913023E-1
4.100951388E1,-3.286111899E-2,3.098228490E0,-4.985634273E-1
4.101944687E1,-3.198772313E-1,3.518913437E0,-3.101608765E-1
4.102937888E1,-4.802745062E-1,3.785569274E0,-3.877002186E-1
4.103931087E1,-4.963896518E-1,3.994787328E0,-7.577196264E-1
4.104924288E1,-4.494920587E-1,4.146266466E0,-1.056500067E0
4.105917488E1,-2.541587849E-1,4.404364904E0,-1.420155365E0
4.106910688E1,2.049905352E-1,5.032989703E0,-1.733491865E0
4.107903888E1,5.576479335E-1,5.753770714E0,-1.741657501E0
4.108897087E1,5.189102395E-1,6.472040346E0,-1.596139015E0
4.109890288E1,1.435545621E-1,7.115110107E0,-9.376770437E-1
4.110883587E1,-6.926398239E-1,7.430375018E0,3.662239802E-1
4.111876788E1,-1.573885974E0,7.380609366E0,2.129075300E0
4.112869988E1,-2.077784986E0,6.550949691E0,3.901744094E0
4.113863188E1,-1.821601365E0,5.080484882E0,5.151124510E0
4.114856388E1,-7.609908512E-1,3.576689774E0,5.709801407E0
4.115849588E1,4.054553254E-1,2.100786470E0,5.506641068E0
4.116842788E1,9.640855546E-1,5.362007850E-1,5.117053953E0
4.117835987E1,7.089941206E-1,-8.724326420E-1,4.322890971E0
4.118829288E1,6.896162286E-2,-1.966005810E0,2.864756770E0
4.119822487E1,-8.298844271E-1,-2.624560168E0,1.094397626E0
4.120815688E1,-2.071005431E0,-2.749301743E0,-6.078707651E-1
4.121808888E1,-3.335457923E0,-2.516505377E0,-1.705922828E0
4.122802088E1,-4.017331853E0,-1.942048014E0,-2.235305175E0
4.123795288E1,-4.206920219E0,-1.280784642E0,-2.405518792E0
4.124788487E1,-3.952985876E0,-6.828659105E-1,-2.064912633E0
4.125781688E1,-3.321964888E0,-3.336345237E-1,-1.139618822E0
4.126774987E1,-2.376107589E0,-2.275783110E-1,-7.782289546E-2
4.127768188E1,-1.319909239E0,-4.382891589E-1,9.743928802E-1
4.128761387E1,-4.149991143E-1,-9.005068785E-1,1.602368639E0
4.129754588E1,1.972167716E-1,-1.581651369E0,1.774969089E0
4.130747788E1,6.603762766E-1,-2.327860751E0,1.742025876E0
4.131740988E1,1.093627475E0,-3.002911858E0,1.678678311E0
4.132734188E1,1.468253831E0,-3.607847248E0,1.466568224E0
4.133727387E1,1.633444251E0,-4.103511626E0,1.274497715E0
4.134720588E1,1.577908566E0,-4.444407806E0,9.665459168E-1
4.135713887E1,1.265187048E0,-4.546928208E0,5.690288444E-1
4.136707088E1,6.378426424E-1,-4.580115250E0,1.619105709E-1
4.137700288E1,-8.873650420E-2,-4.511875319E0,-4.286219573E-1
4.138693488E1,-7.930302308E-1,-4.347817066E0,-9.392861974E-1
4.139686688E1,-1.185242161E0,-4.107197710E0,-1.211378192E0
4.140679888E1,-1.121600043E0,-3.929404348E0,-1.263340058E0
4.141673088E1,-7.695440121E-1,-3.739316629E0,-1.253509719E0
4.142666287E1,-3.364947258E-1,-3.585476970E0,-1.266958315E0
4.143659588E1,-4.859467439E-2,-3.381745359E0,-1.286931235E0
4.144652787E1,9.668769423E-2,-3.164216073E0,-1.378932495E0
4.145645988E1,2.156725028E-1,-2.901000152E0,-1.451368972E0
4.146639188E1,2.701095324E-1,-2.626148272E0,-1.239841268E0
4.147632388E1,3.205462259E-1,-2.316868570E0,-8.676636529E-1
4.148625588E1,4.323906705E-1,-1.912181606E0,-6.627351165E-1
4.149618787E1,3.708809951E-1,-1.401454216E0,-8.607007885E-1
4.150611988E1,7.098015480E-2,-8.094522822E-1,-1.153328204E0
4.151605187E1,-3.177921508E-1,-5.147303939E-2,-1.385664979E0
4.152598488E1,-6.280536725E-1,9.234449208E-1,-1.671275736E0
4.153591688E1,-9.298267181E-1,1.891981230E0,-2.115033796E0
4.154584888E1,-1.217441023E0,2.825516691E0,-2.289818766E0
4.155578088E1,-1.548486985E0,3.589640188E0,-2.193647271E0
4.156571288E1,-1.891668404E0,4.107516968E0,-2.054773561E0
4.157564488E1,-2.280005530E0,4.352636341E0,-1.840611101E0
4.158557687E1,-2.543809827E0,4.356668581E0,-1.846350728E0
4.159550888E1,-1.910747284E0,4.515476620E0,-2.315594462E0
4.160544087E1,-6.467850085E-1,4.790741898E0,-2.508345587E0
4.161537388E1,2.191976795E-1,4.953102704E0,-1.973218936E0
4.162530588E1,4.638440495E-1,5.324762841E0,-9.737298059E-1
4.163523788E1,3.618592164E-1,5.687396046E0,-2.497509893E-1
4.164516988E1,-2.051277255E-1,5.821522402E0,2.450380969E-1
4.165510187E1,-1.035303691E0,5.436331224E0,1.257774678E0
4.166503388E1,-1.498075654E0,4.674126198E0,2.240750102E0
4.167496587E1,-1.077854245E0,3.425710573E0,2.930309905E0
4.168489788E1,2.857676815E-1,2.180510917E0,2.831877877E0
4.169482987E1,2.169103730E0,1.078448761E0,2.179758965E0
4.170476288E1,3.794409387E0,1.648675078E-1,1.838021954E0
4.171469488E1,4.840984683E0,-3.774523884E-1,1.716802157E0
4.172462688E1,5.185098002E0,-7.346137691E-1,1.983962610E0
4.173455888E1,4.678744329E0,-9.461192536E-1,1.985501597E0
4.174449087E1,3.362243725E0,-1.041007869E0,1.387481124E0
4.175442288E1,1.778191197E0,-1.003196849E0,8.951338720E-1
4.176435487E1,6.746227252E-1,-8.496589065E-1,4.805708870E-1
4.177428688E1,1.061802468E-1,-7.207622999E-1,3.198578259E-1
4.178421887E1,-1.303195904E-2,-5.537441862E-1,3.180089728E-1
4.179415188E1,1.464206296E-2,-5.678599495E-1,6.399356532E-1
4.180408388E1,-2.338804948E-2,-7.075587022E-1,9.961515391E-1
4.181401588E1,-2.493265545E-2,-9.506017292E-1,1.017436574E0
4.182394788E1,6.315539254E-2,-1.320732234E0,7.294916081E-1
4.183387987E1,1.431848627E-1,-1.816734581E0,3.126669931E-1
4.184381188E1,2.617978980E-1,-2.267423930E0,-3.210939547E-2
4.185374387E1,3.153191805E-1,-2.681808502E0,-2.358877709E-1
4.186367588E1,3.154352843E-1,-2.972136793E0,-3.970452386E-1
4.187360787E1,1.959688479E-1,-3.221169707E0,-5.829171145E-1
4.188354088E1,-8.625695586E-2,-3.478047831E0,-7.079820406E-1
4.189347288E1,-3.060425912E-1,-3.653061427E0,-6.693027091E-1
4.190340487E1,-3.344602237E-1,-3.715993255E0,-6.931470698E-1
4.191333688E1,-1.892318504E-1,-3.851220642E0,-7.025493926E-1
4.192326887E1,1.441882632E-1,-3.973433297E0,-5.323018251E-1
4.193320088E1,5.678003810E-1,-4.044183437E0,-2.769778911E-1
4.194313287E1,9.511462511E-1,-4.035529557E0,-3.007907500E-1
4.195306488E1,1.208698413E0,-3.909516798E0,-3.059555590E-1
4.196299687E1,1.144716498E0,-3.718885288E0,-3.472632140E-1
4.197292888E1,1.107341169E0,-3.283565930E0,-5.857191368E-1
4.198286188E1,1.086780312E0,-2.728147101E0,-8.146405166E-1
4.199279387E1,9.929250455E-1,-2.046526648E0,-7.505971330E-1
4.200272588E1,7.470764514E-1,-1.168733279E0,-4.445310982E-1
4.201265787E1,4.102342182E-1,-2.906960803E-1,-6.371765714E-2
4.202258988E1,6.529572015E-2,4.931752181E-1,3.272382545E-1
4.203252187E1,-2.680783924E-1,1.198624245E0,5.992881489E-1
4.204245388E1,-6.539479939E-1,1.571424589E0,8.039330953E-1
4.205238587E1,-8.587305692E-1,1.807754427E0,2.371712530E-1
4.206231788E1,-8.307197019E-1,1.888998565E0,-6.961209637E-1
4.207224987E1,-6.707436823E-1,1.822278326E0,-1.390358539E0
4.208218287E1,-4.719526393E-1,1.721660609E0,-1.906979338E0
4.209211488E1,-6.287659912E-2,1.836085941E0,-2.301904376E0
4.210204687E1,2.795771612E-1,2.174885895E0,-2.574138458E0
4.211197888E1,4.160827130E-1,2.853103854E0,-2.898765931E0
4.212191087E1,4.724916429E-1,3.898007723E0,-2.650972626E0
4.213184288E1,5.290653912E-2,5.110670548E0,-2.106575214E0
4.214177487E1,-1.051104110E0,6.270262290E0,-1.472672718E0
4.215170688E1,-2.124659190E0,7.243966953E0,-5.166921347E-1
4.216163887E1,-2.734314160E0,7.612701727E0,7.366193640E-1
4.217157088E1,-2.623417914E0,7.298090535E0,1.861797318E0
4.218150388E1,-1.924497304E0,6.104835203E0,3.137441672E0
4.219143587E1,-4.496146309E-1,4.546696073E0,4.114776871E0
4.220136788E1,1.114160192E0,3.041109964E0,4.179797909E0
4.221129987E1,2.114989357E0,1.670640144E0,4.020302238E0
4.222123188E1,2.272675461E0,4.730338991E-1,3.825075402E0
4.223116387E1,1.777644190E0,-3.395986837E-1,3.430355601E0
4.224109588E1,6.020243169E-1,-9.255376393E-1,2.803842816E0
4.225102787E1,-9.014452835E-1,-1.235969242E0,2.181797304E0
4.226095988E1,-2.293563031E0,-1.256823921E0,1.296132413E0
4.227089187E1,-3.385168026E0,-1.009755086E0,3.693826461E-1
4.228082487E1,-3.885331837E0,-7.103115714E-1,-2.258135665E-1
4.229075688E1,-3.601527869E0,-3.966487974E-1,-4.671890223E-1
4.230068887E1,-2.891170105E0,-2.199184585E-1,-6.449701059E-1
4.231062088E1,-1.780933249E0,-1.619789833E-1,-3.193936300E-1
4.232055287E1,-5.989609606E-1,-8.195515931E-2,4.445684838E-1
4.233048488E1,1.901563318E-1,-9.524412632E-2,1.244419053E0
4.234041687E1,5.131574198E-1,-2.271684211E-1,1.730939555E0
4.235034888E1,4.742725586E-1,-4.751938605E-1,1.908570365E0
4.236028088E1,3.210124682E-1,-8.020204711E-1,1.582148382E0
4.237021288E1,1.768966009E-1,-1.373652459E0,1.046513608E0
4.238014588E1,-1.582245592E-2,-2.101463578E0,5.025085437E-1
4.239007787E1,-1.450170147E-1,-2.847070697E0,3.419568658E-2
4.240000988E1,-1.029911389E-1,-3.500170187E0,-4.864099896E-1
4.240994187E1,8.808271240E-2,-3.966406698E0,-7.591077554E-1
4.241987388E1,1.743003092E-1,-4.277334729E0,-9.358129513E-1
4.242980587E1,1.106665231E-1,-4.487843263E0,-9.766849887E-1
4.243973788E1,-1.196994480E-2,-4.494451786E0,-9.788209766E-1
4.244966988E1,-3.112167375E-1,-4.444829391E0,-8.684518576E-1
4.245960188E1,-7.018546703E-1,-4.296188491E0,-9.301487535E-1
4.246953388E1,-8.420451008E-1,-4.084483032E0,-9.074405068E-1
4.247946587E1,-8.344201854E-1,-3.890219232E0,-9.083509183E-1
4.248939888E1,-8.263252269E-1,-3.741939105E0,-8.614398766E-1
4.249933087E1,-5.752254678E-1,-3.598489949E0,-7.365608919E-1
4.250926288E1,-1.394883261E-1,-3.454163709E0,-5.880141324E-1
4.251919487E1,4.207814989E-1,-3.311864115E0,-5.038311839E-1
4.252912688E1,1.047105638E0,-3.069770676E0,-5.636809444E-1
4.253905888E1,1.542940755E0,-2.680380612E0,-6.087144452E-1
4.254899088E1,1.632061092E0,-2.025586014E0,-5.445950478E-1
4.255892288E1,1.291799042E0,-1.112310571E0,-6.585017323E-1
4.256885487E1,7.088333952E-1,2.008927882E-2,-9.696449411E-1
4.257878688E1,3.626417566E-2,1.238601658E0,-1.354601061E0
4.258871887E1,-7.281961575E-1,2.433369080E0,-1.791910812E0
4.259865188E1,-1.511996997E0,3.429073307E0,-2.067940321E0
4.260858388E1,-2.227668272E0,4.137179893E0,-1.995862863E0
4.261851588E1,-2.637727805E0,4.624076956E0,-1.737857981E0
4.262844788E1,-2.593108872E0,4.801810092E0,-1.701518705E0
4.263837988E1,-2.123641043E0,4.612216464E0,-1.750100881E0
4.264831188E1,-1.264640479E0,4.391822042E0,-2.194141946E0
4.265824387E1,9.199890336E-2,4.442278250E0,-2.653402144E0
4.266817588E1,1.704463947E0,4.998257242E0,-2.852101057E0
4.267810787E1,2.489098600E0,5.572358510E0,-2.411612760E0
4.268803988E1,1.746430584E0,5.998134043E0,-1.070688336E0
4.269797187E1,4.879558838E-1,6.179883047E0,9.454655349E-1
4.270790488E1,-5.822180068E-1,5.890093870E0,2.658069391E0
4.271783688E1,-1.159395421E0,5.127608178E0,3.105817591E0
4.272776887E1,-7.650416560E-1,3.682931929E0,3.389401703E0
4.273770088E1,9.489373923E-1,2.282907357E0,3.472514026E0
4.274763287E1,2.812240003E0,9.673732978E-1,2.955052983E0
4.275756488E1,3.974672322E0,-3.542061979E-1,2.810594012E0
4.276749687E1,4.507910030E0,-1.352299013E0,2.815627295E0
4.277742888E1,4.609176789E0,-2.000878020E0,2.667623742E0
4.278736087E1,4.390002096E0,-2.300277096E0,2.023465229E0
4.279729288E1,3.726419133E0,-2.224640438E0,9.476477889E-1
4.280722487E1,2.359388207E0,-2.046270540E0,-3.806062303E-2
4.281715787E1,9.990514657E-1,-1.617084911E0,-8.070373821E-1
4.282708988E1,8.032098587E-4,-9.576657504E-1,-1.203754665E0
4.283702187E1,-9.944282915E-1,-3.799222523E-1,-8.697908700E-1
4.284695388E1,-1.905599834E0,-5.168646276E-2,-5.596954823E-2
4.285688587E1,-2.438581288E0,-3.136797309E-2,6.856000686E-1
4.286681788E1,-2.369398494E0,-3.135434908E-1,1.096275752E0
4.287674987E1,-1.580396995E0,-8.250093842E-1,1.190628762E0
4.288668188E1,-4.975264236E-1,-1.557904657E0,8.972973418E-1
4.289661387E1,4.174375494E-1,-2.445882706E0,5.877445757E-1
4.290654588E1,1.011980610E0,-3.268671902E0,4.962777507E-1
4.291647787E1,1.295742404E0,-3.892254648E0,5.074260521E-1
4.292640988E1,1.279880954E0,-4.288778315E0,3.521824765E-1
4.293634288E1,1.027570968E0,-4.526738942E0,9.129025737E-2
4.294627487E1,6.262245172E-1,-4.558798056E0,-2.511355551E-1
4.295620688E1,2.226692993E-1,-4.501565509E0,-5.213856947E-1
4.296613887E1,-1.666238652E-1,-4.302100026E0,-6.464903820E-1
4.297607088E1,-4.807874167E-1,-4.039364746E0,-7.583604813E-1
4.298600375E1,-4.130207454E-1,-3.733461812E0,-7.542896497E-1
4.299593575E1,2.142081773E-2,-3.337357391E0,-6.767520618E-1
4.300586775E1,4.481316309E-1,-2.976857834E0,-5.056251097E-1
4.301579975E1,9.268751898E-1,-2.593499758E0,-3.752146590E-1
4.302573175E1,1.258577940E0,-2.193502260E0,-1.360003797E-1
4.303566375E1,1.555005753E0,-1.642836049E0,-1.261700499E-1
4.304559575E1,1.720843460E0,-1.008663411E0,-1.411716664E-1
4.305552875E1,1.603001015E0,-2.846810496E-1,-3.097995186E-1
4.306546075E1,1.275048669E0,5.147455966E-1,-4.376371944E-1
4.307539275E1,8.280971526E-1,1.308350170E0,-4.926887298E-1
4.308532475E1,5.128347266E-1,2.053580144E0,-6.122806621E-1
4.309525675E1,1.057005559E-1,2.582846131E0,-8.659714687E-1
4.310518875E1,-4.307456295E-1,2.975538703E0,-1.155033252E0
4.311512075E1,-9.016169724E-1,3.214355947E0,-1.358373685E0
4.312505275E1,-1.114805139E0,3.311874055E0,-1.547451589E0
4.313498475E1,-9.917240274E-1,3.412967736E0,-2.026692892E0
4.314491675E1,-7.132902892E-1,3.563710710E0,-2.738880250E0
4.315484875E1,-2.937862973E-1,3.833766119E0,-3.062299104E0
4.316478075E1,-1.713038670E-1,4.136149029E0,-2.697182586E0
4.317471275E1,-4.247083428E-1,4.490109059E0,-1.568046652E0
4.318464575E1,-6.760232795E-1,5.076897615E0,1.228780675E-1
4.319457775E1,-9.554186654E-1,5.410249718E0,1.721198094E0
4.320450975E1,-1.169390286E0,5.049332086E0,3.251540730E0
4.321444175E1,-1.108782654E0,4.161637042E0,4.389528179E0
4.322437375E1,-6.990300997E-1,2.921725023E0,4.690011914E0
4.323430575E1,3.199395042E-1,1.900197737E0,4.057506902E0
4.324423775E1,1.335022537E0,1.065619385E0,2.927143053E0
4.325416975E1,1.440031221E0,2.288986123E-1,2.358672069E0
4.326410175E1,5.634238497E-1,-3.875306493E-1,2.084514838E0
4.327403375E1,-8.067081839E-1,-7.525413322E-1,1.707708567E0
4.328396575E1,-2.002923961E0,-7.943676353E-1,9.660243452E-1
4.329389775E1,-2.781773086E0,-4.999948257E-1,3.191316748E-1
4.330382975E1,-3.369537542E0,1.073607266E-2,1.432181919E-1
4.331376275E1,-3.374891253E0,5.744971240E-1,1.873740987E-1
4.332369475E1,-2.624556075E0,1.000717045E0,3.122085714E-1
4.333362675E1,-1.737631547E0,1.152140050E0,6.401636946E-1
4.334355875E1,-9.325530555E-1,1.107831604E0,1.234300447E0
4.335349075E1,-1.584495491E-1,8.954051828E-1,1.833252965E0
4.336342275E1,4.849229330E-1,5.120090997E-1,2.116123717E0
4.337335475E1,8.107533608E-1,-9.933483839E-2,2.021663117E0
4.338328675E1,9.034951711E-1,-8.685196853E-1,1.517753581E0
4.339321875E1,6.293111162E-1,-1.654255661E0,6.639197624E-1
4.340315075E1,4.009494245E-1,-2.387778339E0,-1.008656760E-1
4.341308275E1,2.921922732E-1,-3.016831740E0,-6.065153074E-1
4.342301475E1,2.168809030E-1,-3.528640864E0,-7.305756819E-1
4.343294675E1,3.336877334E-1,-3.892247631E0,-6.395532453E-1
4.344287875E1,4.231233819E-1,-4.152023635E0,-5.459720671E-1
4.345281175E1,4.622995806E-1,-4.334262636E0,-5.472034907E-1
4.346274375E1,5.671816359E-1,-4.445086083E0,-3.397559738E-1
4.347267575E1,5.601666217E-1,-4.422431631E0,-3.771863401E-1
4.348260775E1,2.873354662E-1,-4.427982393E0,-5.130908346E-1
4.349253975E1,-5.149361428E-2,-4.391496352E0,-6.266963875E-1
4.350247175E1,-2.506670835E-1,-4.282596638E0,-8.250187397E-1
4.351240375E1,-2.281267798E-1,-4.072359999E0,-1.181062717E0
4.352233575E1,-1.558129299E-1,-3.827948139E0,-1.437920376E0
4.353226775E1,-2.093736994E-1,-3.616554337E0,-1.442104644E0
4.354219975E1,-1.461506436E-1,-3.356872473E0,-1.392245436E0
4.355213175E1,2.251276881E-1,-2.999122862E0,-1.263638266E0
4.356206375E1,6.811453673E-1,-2.509264770E0,-9.738444114E-1
4.357199575E1,1.012090245E0,-1.910812773E0,-6.998017859E-1
4.358192875E1,9.246680121E-1,-1.108581217E0,-6.529550636E-1
4.359186075E1,1.026870471E-1,-2.719674486E-1,-7.421087301E-1
4.360179275E1,-8.856545853E-1,6.460793227E-1,-1.047255034E0
4.361172475E1,-1.524289160E0,1.536784514E0,-1.498334978E0
4.362165675E1,-1.993423405E0,2.366103880E0,-1.893067642E0
4.363158875E1,-2.124229712E0,3.043894408E0,-2.115253651E0
4.364152075E1,-2.019445122E0,3.409790359E0,-2.143823147E0
4.365145275E1,-1.664166399E0,3.538350751E0,-1.996506057E0
4.366138475E1,-1.194653035E0,3.457215371E0,-1.773337716E0
4.367131675E1,-7.781514059E-1,3.354132468E0,-1.545654155E0
4.368124875E1,-1.200150423E-1,3.480332338E0,-1.569544709E0
4.369118075E1,4.956511485E-1,3.725675075E0,-1.996688490E0
4.370111275E1,7.054619638E-1,4.054751109E0,-2.271023476E0
4.371104475E1,5.527136144E-1,4.552564924E0,-1.918194298E0
4.372097675E1,1.752177739E-1,5.136401805E0,-1.103113486E0
4.373090975E1,-3.935859527E-1,5.471244949E0,-1.113404147E-1
4.374084175E1,-9.446611042E-1,5.130855721E0,1.366465062E0
4.375077375E1,-8.401231941E-1,4.500053419E0,2.708450171E0
4.376070575E1,3.992771574E-1,3.775261218E0,3.074594629E0
4.377063775E1,2.028236850E0,2.900390872E0,2.708071271E0
4.378056975E1,2.922301851E0,1.891509359E0,2.486579912E0
4.379050175E1,2.959709997E0,9.208318001E-1,2.376245291E0
4.380043375E1,2.618096948E0,1.023379683E-1,1.818219774E0
4.381036575E1,2.167823336E0,-5.354944414E-1,1.214251587E0
4.382029775E1,1.758099141E0,-8.980142105E-1,7.656635805E-1
4.383022975E1,1.399060658E0,-1.069328274E0,5.683248762E-1
4.384016175E1,1.161697251E0,-1.104475302E0,6.581264142E-1
4.385009375E1,1.074459571E0,-1.047878348E0,7.078615880E-1
4.386002575E1,1.010396087E0,-9.818971968E-1,7.291631408E-1
4.386995775E1,7.726464716E-1,-8.746639395E-1,7.624289739E-1
4.387989075E1,4.481194614E-1,-7.396546537E-1,9.575177427E-1
4.388982275E1,1.215496897E-1,-6.987282372E-1,1.322153692E0
4.389975475E1,-2.313583166E-1,-7.962562859E-1,1.469828632E0
4.390968675E1,-3.959169087E-1,-9.963187695E-1,1.298849030E0
4.391961875E1,-3.829234819E-1,-1.250774392E0,8.948917973E-1
4.392955075E1,-3.327594514E-1,-1.604917440E0,4.013844573E-1
4.393948275E1,-2.863362319E-1,-2.003127444E0,-9.764615337E-2
4.394941475E1,-2.741714652E-1,-2.435902678E0,-4.293142676E-1
4.395934675E1,-3.051824840E-1,-2.855139855E0,-6.823267972E-1
4.396927875E1,-2.487305770E-1,-3.211842813E0,-7.162505883E-1
4.397921075E1,-1.306194247E-1,-3.535732952E0,-6.968834406E-1
4.398914242E1,-2.543424149E-2,-3.799756374E0,-6.607540798E-1
4.399907442E1,1.282060778E-1,-3.985504289E0,-6.751896858E-1
4.400900642E1,3.094407919E-1,-4.143102538E0,-7.055267948E-1
4.401893842E1,5.947502710E-1,-4.155170022E0,-7.527740514E-1
4.402887042E1,8.758038542E-1,-4.100121410E0,-7.700116432E-1
4.403880342E1,1.049121758E0,-3.942009190E0,-7.967076910E-1
4.404873542E1,1.297907189E0,-3.586937020E0,-7.123534191E-1
4.405866742E1,1.552426693E0,-3.109952742E0,-5.164067906E-1
4.406859942E1,1.700308331E0,-2.513296425E0,-5.845929265E-2
4.407853142E1,1.658222120E0,-1.850358995E0,3.294017243E-1
4.408846342E1,1.445944656E0,-1.122767147E0,5.030698764E-1
4.409839542E1,1.057814375E0,-4.425985569E-1,4.825157440E-1
4.410832742E1,5.109008331E-1,1.754509681E-1,1.714123146E-1
4.411825942E1,6.094512675E-2,7.380764902E-1,-3.503710091E-1
4.412819142E1,-3.002436699E-1,1.266813889E0,-8.668754482E-1
4.413812342E1,-6.900277264E-1,1.757192384E0,-1.281313230E0
4.414805542E1,-8.178073686E-1,2.275048115E0,-1.604401131E0
4.415798742E1,-4.122710958E-1,2.977637268E0,-1.686674963E0
4.416791942E1,-1.795029424E-2,3.603904470E0,-1.399549778E0
4.417785142E1,1.216888900E-1,4.137600308E0,-1.062786409E0
4.418778342E1,2.145552461E-1,4.682450879E0,-9.235162568E-1
4.419771542E1,2.851683419E-1,5.346806259E0,-1.088053397E0
4.420764742E1,-1.723651001E-1,5.842240257E0,-1.136408701E0
4.421758042E1,-1.103011598E0,6.114090761E0,-7.786818945E-1
4.422751242E1,-2.006458895E0,6.177100357E0,4.983033724E-3
4.423744442E1,-2.384330529E0,5.970483729E0,9.491457725E-1
4.424737642E1,-2.156877933E0,5.205625237E0,1.978484938E0
4.425730842E1,-1.521088540E0,3.874205462E0,2.800271337E0
4.426724042E1,-6.718168657E-1,2.417913135E0,2.942224191E0
4.427717242E1,3.441344054E-1,1.099231519E0,2.533413770E0
4.428710442E1,1.312231844E0,9.576979101E-2,1.818680534E0
4.429703642E1,1.691846679E0,-6.278927279E-1,1.554506840E0
4.430696842E1,1.297288115E0,-1.016844251E0,1.756952648E0
4.431690042E1,2.839284033E-1,-9.078685230E-1,2.071261539E0
4.432683242E1,-1.304984513E0,-6.992264199E-1,2.622155793E0
4.433676442E1,-2.681145135E0,-2.829654765E-1,2.410404725E0
4.434669642E1,-3.597364944E0,1.966342610E-1,1.637351360E0
4.435662842E1,-3.866230737E0,6.316700292E-1,9.732175899E-1
4.436656042E1,-3.472542678E0,9.112119609E-1,3.685711256E-1
4.437649242E1,-2.610731503E0,9.540112406E-1,-6.743827701E-2
4.438642442E1,-1.367305453E0,8.374557674E-1,-1.078916538E-1
4.439635642E1,-2.493232837E-1,5.693860728E-1,7.264580727E-3
4.440628942E1,5.558308747E-1,2.165487081E-1,3.403032732E-1
4.441622142E1,1.175729618E0,-1.128530163E-1,6.435270131E-1
4.442615342E1,1.515867708E0,-4.790378201E-1,9.692941082E-1
4.443608542E1,1.624834518E0,-8.610679936E-1,1.198071098E0
