"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.421799823E2,6.696327844E-1,-4.679469969E0,-5.554726962E-1
1.421899133E2,6.887419237E-1,-4.695626410E0,-7.026856327E-1
1.421998442E2,6.445629935E-1,-4.608677144E0,-6.452061872E-1
1.422097742E2,4.991320325E-1,-4.366711174E0,-4.733121534E-1
1.422197052E2,2.388221412E-1,-4.110983782E0,-5.396969084E-1
1.422296363E2,-1.425691509E-1,-3.797274231E0,-7.330584097E-1
1.422395663E2,-5.266500161E-1,-3.328716960E0,-9.603491107E-1
1.422494973E2,-8.273471010E-1,-2.748360926E0,-1.335522766E0
1.422594282E2,-7.065447219E-1,-2.028742926E0,-1.662775054E0
1.422693582E2,-3.773893481E-1,-1.190363883E0,-1.602410738E0
1.422792893E2,-1.531269931E-1,-4.401456499E-1,-1.018186187E0
1.422892193E2,-2.159312056E-1,1.665409809E-1,-6.099160480E-1
1.422991503E2,-2.166443101E-1,6.207942080E-1,-5.338238919E-1
1.423090813E2,-2.628808024E-1,1.085239717E0,-6.249211729E-1
1.423190113E2,-7.224512681E-1,1.431224145E0,-1.465647873E0
1.423289422E2,-1.288569040E0,2.000254707E0,-2.627156332E0
1.423388733E2,-1.586191293E0,2.620900396E0,-2.956756861E0
1.423488033E2,-1.761995872E0,3.442552308E0,-2.713492810E0
1.423587343E2,-2.072547050E0,4.116023498E0,-2.180018581E0
1.423686652E2,-2.417432347E0,4.490597302E0,-1.649506552E0
1.423785952E2,-2.644584835E0,4.500936348E0,-1.420464098E0
1.423885262E2,-2.391469394E0,4.374879735E0,-1.843908931E0
1.423984573E2,-1.489392392E0,4.382508597E0,-2.928257532E0
1.424083873E2,-2.954081322E-1,4.570646269E0,-3.705009845E0
1.424183183E2,6.128168883E-1,4.770995266E0,-3.493065820E0
1.424282483E2,1.220127088E0,5.043498319E0,-2.595182587E0
1.424381792E2,1.217776654E0,5.164175495E0,-8.415733767E-1
1.424481102E2,7.153883433E-1,4.827585204E0,1.105702633E0
1.424580402E2,5.458022786E-1,4.179463449E0,2.571420672E0
1.424679713E2,7.328009129E-1,3.167340240E0,3.413172973E0
1.424779023E2,1.243059722E0,2.171175252E0,4.104340761E0
1.424878323E2,1.839218733E0,1.231911859E0,4.111737489E0
1.424977632E2,2.549484842E0,4.431622285E-1,3.438567431E0
1.425076943E2,3.002429463E0,-3.945742053E-1,2.574170033E0
1.425176243E2,3.112471722E0,-1.154489461E0,1.756798135E0
1.425275553E2,3.074014585E0,-1.628890439E0,1.215159001E0
1.425374863E2,2.814611049E0,-1.868464313E0,8.532420802E-1
1.425474162E2,2.356101049E0,-1.881839234E0,7.024097172E-1
1.425573472E2,1.665367417E0,-1.694740028E0,6.640846539E-1
1.425672772E2,9.218074080E-1,-1.182489438E0,7.158349244E-1
1.425772083E2,2.058622271E-1,-6.791558522E-1,8.918652785E-1
1.425871393E2,-4.839260193E-1,-4.000980699E-1,1.199663880E0
1.425970693E2,-9.344094734E-1,-2.965117210E-1,1.463581467E0
1.426070002E2,-1.172865213E0,-4.926858062E-1,1.503461816E0
1.426169312E2,-1.023688416E0,-8.191943282E-1,1.237241596E0
1.426268612E2,-5.875569898E-1,-1.126165549E0,4.231735218E-1
1.426367923E2,-2.799718483E-1,-1.568719667E0,-4.424588084E-1
1.426467233E2,-2.733120889E-1,-2.082667703E0,-9.081813490E-1
1.426566533E2,-2.689922391E-1,-2.506912435E0,-1.178265409E0
1.426665842E2,-5.217446407E-1,-2.963761826E0,-1.305372768E0
1.426765142E2,-6.142944431E-1,-3.315888169E0,-1.049146609E0
1.426864453E2,-6.581332847E-1,-3.627088680E0,-7.550772697E-1
1.426963763E2,-5.994001961E-1,-3.704156737E0,-6.021053374E-1
1.427063063E2,-6.868131465E-1,-3.807684029E0,-3.895046693E-1
1.427162373E2,-6.657438744E-1,-3.773818710E0,-4.193892038E-1
1.427261682E2,-5.389317637E-1,-3.780062367E0,-6.477083570E-1
1.427360982E2,-2.134743517E-1,-3.832093230E0,-6.097757149E-1
1.427460293E2,4.438687183E-1,-3.733381121E0,-3.942186946E-1
1.427559603E2,1.135788458E0,-3.465598524E0,2.904313842E-2
1.427658903E2,1.622391259E0,-3.034669840E0,2.194003952E-1
1.427758212E2,1.763184318E0,-2.504204004E0,3.793936640E-1
1.427857522E2,1.407484449E0,-1.774145801E0,5.016600762E-1
1.427956822E2,9.439698172E-1,-7.955844408E-1,2.750044741E-1
1.428056133E2,3.843549534E-1,-2.805669487E-2,2.577218588E-1
1.428155433E2,4.457880668E-3,6.374494171E-1,1.876313031E-1
1.428254743E2,-2.039241675E-1,1.252319226E0,-1.848567992E-1
1.428354052E2,-2.088092238E-1,1.774068033E0,-7.031241739E-1
1.428453352E2,-6.329066422E-2,2.196282027E0,-1.139094912E0
1.428552663E2,-2.155562529E-1,2.449300404E0,-1.331971167E0
1.428651973E2,-4.769140383E-1,2.755309757E0,-1.573509706E0
1.428751273E2,-7.020553759E-1,3.133449193E0,-1.669436787E0
1.428850583E2,-8.040406110E-1,3.655496793E0,-1.637296981E0
1.428949892E2,-4.748707288E-1,4.471038950E0,-1.707150158E0
1.429049192E2,-1.642543907E-1,5.431493822E0,-1.518162886E0
1.429148503E2,-5.422123805E-1,6.049312382E0,-6.183220053E-1
1.429247803E2,-1.211170250E0,6.360504123E0,7.229123211E-1
1.429347113E2,-1.632403739E0,6.304646841E0,2.022149606E0
1.429446422E2,-1.613577166E0,5.666780518E0,3.081339977E0
1.429545722E2,-1.283043421E0,4.280274124E0,3.932485245E0
1.429645032E2,-7.211920702E-1,2.677067580E0,4.079405894E0
1.429744343E2,2.294259946E-1,1.301766205E0,3.627192761E0
1.429843643E2,1.255363725E0,2.398387527E-1,2.940239646E0
1.429942953E2,2.161291704E0,-4.597168654E-1,2.608289706E0
1.430042262E2,2.158820378E0,-8.579759860E-1,2.549262064E0
1.430141562E2,1.129446714E0,-1.064132438E0,2.310969315E0
1.430240872E2,-3.666810132E-1,-9.369145668E-1,1.786382854E0
1.430340173E2,-2.053958605E0,-6.792640257E-1,9.076948607E-1
1.430439483E2,-3.593489410E0,-2.442791283E-1,-9.691643000E-2
1.430538793E2,-4.398755085E0,1.947380090E-1,-7.720803881E-1
1.430638093E2,-4.328736140E0,5.487752223E-1,-7.202565157E-1
1.430737402E2,-3.488669006E0,6.199878770E-1,-1.563310846E-1
1.430836709E2,-2.200794908E0,4.871765596E-1,4.456490858E-1
1.430936009E2,-1.096536537E0,3.966283321E-2,7.232023430E-1
1.431035319E2,-1.433202623E-1,-4.941160351E-1,9.875128627E-1
1.431134619E2,5.342458416E-1,-1.069434693E0,1.176473823E0
1.431233929E2,1.005294245E0,-1.611641153E0,1.172997068E0
1.431333239E2,1.262522179E0,-2.127219978E0,1.176234087E0
1.431432539E2,1.304371725E0,-2.574663538E0,9.421981108E-1
1.431531849E2,1.160786547E0,-3.011797287E0,5.826890731E-1
1.431631159E2,8.926894435E-1,-3.326040105E0,2.206248021E-1
1.431730459E2,5.132780186E-1,-3.638686048E0,-2.123732114E-1
1.431829769E2,1.729927987E-1,-3.856921093E0,-6.401204252E-1
1.431929079E2,-1.036547613E-1,-4.040522495E0,-1.031931821E0
1.432028379E2,-2.840184139E-1,-4.205390003E0,-1.128743001E0
1.432127689E2,-2.914105370E-1,-4.284684679E0,-1.064420121E0
1.432226989E2,-1.811116576E-1,-4.259647486E0,-8.557832801E-1
1.432326299E2,-3.011157455E-1,-4.071555423E0,-7.537400115E-1
1.432425609E2,-4.910846192E-1,-3.896567554E0,-6.941884589E-1
1.432524909E2,-5.242837210E-1,-3.620864904E0,-6.895983946E-1
1.432624219E2,-4.111287691E-1,-3.282315211E0,-8.791779900E-1
1.432723529E2,-1.645084888E-1,-2.921001722E0,-1.101099705E0
1.432822829E2,1.336241535E-1,-2.556403853E0,-1.166844628E0
1.432922139E2,2.358863273E-1,-2.133333827E0,-1.032641673E0
1.433021449E2,2.478575512E-1,-1.581347314E0,-1.004894296E0
1.433120749E2,1.874037002E-1,-9.770761675E-1,-1.000767331E0
1.433220059E2,-5.642402306E-2,-4.202809042E-1,-1.004937565E0
1.433319359E2,-3.723153536E-1,2.803739905E-1,-1.038025789E0
1.433418669E2,-6.839028411E-1,9.960720170E-1,-1.326175407E0
1.433517979E2,-9.961300506E-1,1.777250673E0,-1.799942547E0
1.433617279E2,-1.261321892E0,2.669901232E0,-1.832194619E0
1.433716589E2,-1.488674500E0,3.494120073E0,-1.571357346E0
1.433815899E2,-1.845879735E0,4.118898574E0,-1.247561932E0
1.433915199E2,-2.203769094E0,4.525954830E0,-1.042990075E0
1.434014509E2,-2.632301589E0,4.640389518E0,-7.972795486E-1
1.434113809E2,-2.710081836E0,4.652084534E0,-9.730456817E-1
1.434213119E2,-1.502789240E0,5.094015339E0,-1.367309400E0
1.434312429E2,-1.262050601E-1,5.454983842E0,-1.604554328E0
1.434411729E2,4.660508618E-1,5.470104741E0,-1.308681707E0
1.434511039E2,3.102208836E-1,5.361519608E0,-7.313486838E-1
1.434610349E2,9.612278011E-2,5.089002521E0,-1.733090965E-1
1.434709649E2,8.406088784E-2,4.395718626E0,8.121688986E-1
1.434808959E2,3.378186816E-1,3.211083845E0,2.199245396E0
1.434908269E2,1.133179138E0,2.233461547E0,2.751656417E0
1.435007569E2,1.995802637E0,1.368242031E0,2.853298566E0
1.435106879E2,2.671812102E0,5.933122945E-1,2.852172393E0
1.435206179E2,3.213988742E0,1.326926190E-1,2.781173161E0
1.435305489E2,3.169852496E0,-3.162139142E-1,2.708588165E0
1.435404799E2,2.692436986E0,-7.061734968E-1,2.278002713E0
1.435504099E2,1.996296873E0,-9.601899934E-1,1.657547643E0
1.435603409E2,1.150521102E0,-1.071446135E0,1.115572733E0
1.435702719E2,4.543011743E-1,-1.085813329E0,5.786638498E-1
1.435802019E2,1.613239124E-1,-1.042992414E0,8.815149028E-2
1.435901329E2,7.610377751E-2,-9.097542500E-1,-1.617725583E-1
1.436000629E2,-5.505606696E-2,-8.640313625E-1,-1.226219594E-1
1.436099939E2,-2.533561632E-1,-8.332954735E-1,3.042797470E-1
1.436199249E2,-5.796283115E-1,-8.925868249E-1,5.953366005E-1
1.436298549E2,-9.760159211E-1,-1.036521885E0,4.869467640E-1
1.436397859E2,-1.259455168E0,-1.347454010E0,8.196743846E-2
1.436497169E2,-1.228740622E0,-1.695905963E0,-3.144293439E-1
1.436596469E2,-9.488841096E-1,-2.050533160E0,-6.550121140E-1
1.436695779E2,-4.801224786E-1,-2.408532447E0,-7.572389853E-1
1.436795079E2,-2.686167017E-2,-2.761983769E0,-4.832273501E-1
1.436894389E2,2.088673671E-1,-3.096246868E0,-1.381416392E-1
1.436993699E2,5.611476383E-1,-3.314345089E0,4.166199625E-2
1.437092999E2,6.615671352E-1,-3.466983730E0,1.300245345E-1
1.437192309E2,4.861819482E-1,-3.672038566E0,1.951847363E-1
1.437291619E2,3.650245335E-1,-3.761178784E0,1.614954003E-1
1.437390919E2,1.106015459E-1,-3.770101635E0,-8.776497105E-2
1.437490229E2,-5.273457617E-5,-3.695320424E0,-4.798751414E-1
1.437589529E2,5.451424934E-2,-3.527680752E0,-6.769654852E-1
1.437688839E2,2.567942712E-1,-3.271745199E0,-8.288229382E-1
1.437788149E2,4.473090738E-1,-2.896834595E0,-8.367962015E-1
1.437887449E2,6.018228438E-1,-2.448649024E0,-5.430262033E-1
1.437986759E2,5.822487047E-1,-1.940814251E0,-3.537220484E-1
1.438086069E2,5.046894090E-1,-1.428474784E0,-2.571459264E-1
1.438185369E2,5.345665614E-1,-8.189943534E-1,-1.402097994E-1
1.438284679E2,5.874311284E-1,-1.834312481E-1,-5.234663168E-2
1.438383979E2,3.591210750E-1,4.193196219E-1,1.602201225E-1
1.438483289E2,2.747280287E-1,8.978703690E-1,2.068563451E-1
1.438582599E2,5.236018626E-1,1.364474085E0,-1.560563568E-1
1.438681899E2,7.519088097E-1,1.702975246E0,-6.210614258E-1
1.438781209E2,6.870029618E-1,1.958965763E0,-1.099477687E0
1.438880519E2,2.135840236E-1,2.226709768E0,-1.486133008E0
1.438979819E2,-7.402929503E-1,2.598693840E0,-1.832167722E0
1.439079129E2,-1.509985555E0,3.259459029E0,-2.140329435E0
1.439178429E2,-1.724099044E0,4.101962113E0,-1.929895161E0
1.439277739E2,-1.477554412E0,5.043867863E0,-1.235241848E0
1.439377049E2,-8.969020700E-1,6.099952778E0,-1.768086551E-1
1.439476349E2,-4.801107111E-1,6.836100857E0,1.065422333E0
1.439575659E2,-5.368447828E-1,6.819112356E0,2.184503980E0
1.439674969E2,-5.649713518E-1,6.327400696E0,2.749374248E0
1.439774269E2,-2.967747361E-1,5.431521304E0,2.681364698E0
1.439873579E2,3.024692024E-2,4.051577241E0,2.499355493E0
1.439972879E2,2.615574130E-1,2.386698943E0,2.537479339E0
1.440072189E2,3.793820061E-1,8.627303571E-1,2.328636677E0
1.440171499E2,3.951985417E-1,-3.027360821E-1,1.765275575E0
1.440270799E2,5.697656301E-1,-9.853926623E-1,1.250811814E0
1.440370109E2,5.814572475E-1,-1.364284635E0,1.175876237E0
1.440469419E2,9.465014971E-2,-1.525460796E0,1.373865298E0
1.440568719E2,-6.981498744E-1,-1.451916856E0,1.584974341E0
1.440668029E2,-1.554548939E0,-1.155547222E0,1.657450579E0
1.440767329E2,-2.273414987E0,-7.067184573E-1,1.623522695E0
1.440866647E2,-2.527914172E0,-2.568471336E-1,1.296596682E0
1.440965957E2,-2.304433297E0,9.273976386E-2,7.644836855E-1
1.441065257E2,-1.884171542E0,2.932559913E-1,3.398892903E-1
1.441164567E2,-1.479022794E0,3.497547126E-1,-2.238466362E-1
1.441263877E2,-1.057872189E0,2.351142025E-1,-6.234523523E-1
1.441363177E2,-6.262310223E-1,5.562222362E-2,-7.516256583E-1
1.441462487E2,-3.093292928E-1,-2.950692129E-1,-5.467357135E-1
1.441561787E2,9.362602816E-2,-6.857497573E-1,-6.219098568E-2
1.441661097E2,5.621706817E-1,-1.131967156E0,3.534641862E-1
1.441760407E2,8.316904858E-1,-1.610529597E0,5.113834476E-1
1.441859707E2,1.031865601E0,-2.046445372E0,5.985057914E-1
1.441959017E2,1.125535365E0,-2.498826905E0,6.222443175E-1
1.442058327E2,1.139270328E0,-2.925472503E0,5.131387818E-1
1.442157627E2,1.006719577E0,-3.264857179E0,2.242851591E-1
1.442256937E2,8.067029214E-1,-3.605878490E0,-4.800330162E-2
1.442356237E2,5.602579844E-1,-3.878472760E0,-3.338736749E-1
1.442455547E2,2.683995872E-1,-4.162403027E0,-4.799605107E-1
1.442554857E2,1.254591381E-1,-4.331539587E0,-7.045017779E-1
1.442654157E2,4.020245813E-2,-4.401175248E0,-1.086913190E0
1.442753467E2,-9.710072692E-2,-4.347956815E0,-1.263464019E0
1.442852777E2,-3.012341151E-1,-4.138466865E0,-1.340418055E0
1.442952077E2,-5.346748445E-1,-3.762784429E0,-1.350987482E0
1.443051387E2,-7.002341875E-1,-3.232893959E0,-1.218558573E0
1.443150687E2,-8.865454817E-1,-2.706434051E0,-1.220964117E0
1.443249997E2,-9.387911575E-1,-2.265674443E0,-1.154145645E0
1.443349307E2,-7.879782365E-1,-1.836495831E0,-9.907861340E-1
1.443448607E2,-5.473641795E-1,-1.456462482E0,-8.597617257E-1
1.443547917E2,-1.671562542E-1,-1.037725242E0,-9.750875294E-1
1.443647227E2,3.296067789E-1,-4.899721134E-1,-1.175452899E0
1.443746527E2,6.228936508E-1,6.692489147E-2,-1.040982141E0
1.443845837E2,5.216382579E-1,6.719357103E-1,-9.665377307E-1
1.443945137E2,-8.464100473E-2,1.166055254E0,-1.284166671E0
1.444044447E2,-7.132403686E-1,1.785580616E0,-1.657143016E0
1.444143757E2,-1.463431778E0,2.467055474E0,-1.656439011E0
1.444243057E2,-2.187639550E0,3.034107338E0,-1.678012898E0
1.444342367E2,-2.488912951E0,3.649769445E0,-1.753563602E0
1.444441667E2,-2.183175201E0,4.392030203E0,-1.816434034E0
1.444540977E2,-1.313026773E0,5.242694830E0,-1.799471262E0
1.444640287E2,-4.344532027E-1,6.004029205E0,-1.471445972E0
1.444739587E2,1.299845176E-1,6.583371917E0,-1.161452326E0
1.444838897E2,2.365341988E-1,6.816788673E0,-8.043570185E-1
1.444938207E2,1.085996420E-1,6.804720604E0,-3.008169894E-1
1.445037507E2,-4.648200960E-1,6.255451877E0,5.448248434E-1
1.445136817E2,-1.258784785E0,4.873819723E0,1.834473864E0
1.445236117E2,-1.232769353E0,3.078957821E0,2.613568572E0
1.445335427E2,1.190069915E-1,1.616760390E0,2.273233724E0
1.445434737E2,1.850705442E0,4.507063061E-1,1.571503526E0
1.445534037E2,3.103624008E0,-4.993358445E-1,1.361555740E0
1.445633347E2,3.669309963E0,-1.102100163E0,1.593338199E0
1.445732647E2,3.656299908E0,-1.492233993E0,2.040575352E0
1.445831957E2,3.182679825E0,-1.627589434E0,2.294588925E0
1.445931267E2,2.416982550E0,-1.577548962E0,2.050803301E0
1.446030567E2,1.595220125E0,-1.544346133E0,1.654629883E0
1.446129877E2,1.095983025E0,-1.343662090E0,1.282759831E0
1.446229187E2,7.120068254E-1,-1.181365018E0,9.629147959E-1
1.446328487E2,4.444934567E-1,-9.966333497E-1,5.199344158E-1
1.446427797E2,1.151914274E-1,-9.088724899E-1,2.027650484E-1
1.446527097E2,-4.302467524E-1,-9.987564737E-1,1.035542349E-2
1.446626407E2,-9.228692624E-1,-1.155195220E0,-1.673040426E-1
1.446725717E2,-1.333212824E0,-1.403016007E0,-3.451816052E-1
1.446825017E2,-1.512701148E0,-1.689380470E0,-5.327147116E-1
1.446924327E2,-1.343166977E0,-1.950929350E0,-5.358394271E-1
1.447023637E2,-1.032390535E0,-2.205798370E0,-3.942672630E-1
1.447122937E2,-6.185424453E-1,-2.454193354E0,-2.624639690E-1
1.447222247E2,-2.727486001E-1,-2.708260721E0,-7.853340525E-2
1.447321547E2,-2.174890134E-3,-3.035615920E0,-8.580964386E-2
1.447420857E2,3.094523402E-1,-3.242599168E0,1.059264777E-1
1.447520167E2,2.759416914E-1,-3.375246763E0,1.654481363E-1
1.447619467E2,1.974408661E-1,-3.496729100E0,1.391309516E-1
1.447718777E2,2.953343293E-1,-3.516580397E0,-1.779172506E-1
1.447818077E2,4.242241933E-1,-3.521248814E0,-4.126222211E-1
1.447917387E2,4.444016189E-1,-3.441148392E0,-4.171976674E-1
1.448016697E2,4.099839209E-1,-3.189538025E0,-6.600692978E-1
1.448115997E2,3.845104162E-1,-2.871219113E0,-9.691859347E-1
1.448215307E2,5.826142653E-1,-2.520617139E0,-8.716397595E-1
1.448314607E2,1.016375962E0,-2.019083911E0,-8.104060362E-1
1.448413917E2,1.323133978E0,-1.572142042E0,-5.657368620E-1
1.448513227E2,1.450343663E0,-1.056215892E0,-1.534455568E-1
1.448612527E2,1.588601223E0,-4.222128242E-1,3.137639308E-1
1.448711837E2,1.447149037E0,2.579043102E-1,6.152615726E-1
1.448811147E2,9.143969393E-1,9.451433533E-1,7.969550282E-1
1.448910447E2,3.371579097E-1,1.561763819E0,6.746184129E-1
1.449009757E2,-5.789999734E-2,2.036677013E0,1.914431030E-1
1.449109057E2,-1.591310238E-1,2.413390313E0,-7.246588844E-1
1.449208367E2,-2.210054741E-1,2.733063440E0,-1.727599626E0
1.449307677E2,-4.396030283E-1,3.035345194E0,-2.696850464E0
1.449406977E2,-5.004300413E-1,3.461435891E0,-3.144154276E0
1.449506287E2,-4.658493156E-1,4.034720888E0,-2.816820711E0
1.449605587E2,-5.038933837E-1,4.770097718E0,-2.220152700E0
1.449704897E2,-4.970238554E-1,5.763673559E0,-1.596528440E0
1.449804207E2,-7.195096801E-1,6.649415048E0,-6.821285766E-1
1.449903507E2,-1.322404976E0,7.105206678E0,8.360249537E-1
1.450002817E2,-2.057286694E0,7.035848760E0,2.411725026E0
1.450102127E2,-2.459834163E0,6.247493817E0,3.520106853E0
1.450201427E2,-1.972676606E0,4.828137766E0,3.890668298E0
1.450300737E2,-8.188685652E-1,3.049338166E0,3.896780393E0
1.450400037E2,1.853502129E-1,1.112048031E0,3.757657591E0
1.450499347E2,1.086218468E0,-4.868409294E-1,3.229182732E0
1.450598657E2,1.840803913E0,-1.676899588E0,2.463356525E0
1.450697957E2,2.249670468E0,-2.471239741E0,1.926894370E0
1.450797267E2,1.985098724E0,-2.781638015E0,1.473669668E0
1.450896560E2,9.835311281E-1,-2.754456648E0,6.910397333E-1
1.450995870E2,-4.915691341E-1,-2.417718422E0,-3.346010685E-2
1.451095180E2,-1.934662396E0,-1.718744602E0,-1.316494757E-1
1.451194480E2,-3.069945800E0,-8.544828594E-1,1.981188691E-1
1.451293790E2,-3.653425417E0,1.572784066E-2,5.244350177E-1
1.451393090E2,-3.667883534E0,8.877862608E-1,4.163603461E-1
1.451492400E2,-3.523811941E0,1.239352441E0,2.332191199E-1
1.451591710E2,-3.019641619E0,1.218900050E0,1.040061972E-1
1.451691010E2,-1.940233184E0,8.367067391E-1,7.154537955E-2
1.451790320E2,-4.964859847E-1,2.767264974E-1,2.385617391E-1
1.451889630E2,7.712801966E-1,-4.252972305E-1,7.707226646E-1
1.451988930E2,1.623242321E0,-1.063950589E0,1.173878828E0
1.452088240E2,2.132827750E0,-1.650423396E0,1.306243418E0
1.452187540E2,2.379077390E0,-2.144697306E0,1.293949063E0
1.452286850E2,2.262292998E0,-2.617592041E0,1.052685344E0
1.452386160E2,1.799278157E0,-3.077412987E0,6.829840243E-1
1.452485460E2,1.169253388E0,-3.434307734E0,8.267085850E-2
1.452584770E2,5.173976744E-1,-3.814572634E0,-5.715314162E-1
1.452684070E2,-4.473867321E-2,-4.085953606E0,-1.040438935E0
1.452783380E2,-3.683494065E-1,-4.218817549E0,-1.263854029E0
1.452882690E2,-4.112389892E-1,-4.262175238E0,-1.488058496E0
1.452981990E2,-2.865841721E-1,-4.275394623E0,-1.640791862E0
1.453081300E2,-2.659485806E-1,-4.278036979E0,-1.745027837E0
1.453180600E2,-3.256452903E-1,-4.186439177E0,-1.663110099E0
1.453279910E2,-3.626914945E-1,-3.984799699E0,-1.560714828E0
1.453379220E2,-3.690486604E-1,-3.715776324E0,-1.450911135E0
1.453478520E2,-3.702362299E-1,-3.274550108E0,-1.243479990E0
1.453577830E2,-4.229041113E-1,-2.747961561E0,-1.220329109E0
1.453677130E2,-4.518617890E-1,-2.148058870E0,-1.107732786E0
1.453776440E2,-4.594587108E-1,-1.519836944E0,-8.490776932E-1
1.453875750E2,-3.886455671E-1,-8.376563269E-1,-9.648461312E-1
1.453975050E2,-2.239106815E-1,-7.554602623E-4,-1.246222919E0
1.454074360E2,-1.912914043E-1,8.905402994E-1,-1.281376380E0
1.454173670E2,-2.495381141E-1,1.778987880E0,-9.209861666E-1
1.454272970E2,-2.829598120E-1,2.660453886E0,-7.661957502E-1
1.454372280E2,-5.343938492E-1,3.337724011E0,-6.838786483E-1
1.454471580E2,-1.036629036E0,3.905444797E0,-6.922138542E-1
1.454570890E2,-1.817941446E0,4.284979379E0,-1.114832475E0
1.454670200E2,-2.637148638E0,4.505515303E0,-1.801066967E0
1.454769500E2,-2.858741739E0,4.898295583E0,-2.476536734E0
1.454868810E2,-2.361489843E0,5.528427794E0,-2.765540045E0
1.454968110E2,-1.778530043E0,5.898987485E0,-2.257636861E0
1.455067420E2,-1.108765916E0,5.906070802E0,-1.244377538E0
1.455166730E2,-1.913030987E-1,5.762657897E0,-3.418948853E-1
1.455266030E2,4.464202239E-1,5.310347115E0,5.913417828E-1
1.455365340E2,6.501231109E-1,4.379102594E0,1.828848842E0
1.455464640E2,7.266508846E-1,3.024521413E0,2.825034295E0
1.455563950E2,1.061665717E0,1.647976336E0,2.815751256E0
1.455663260E2,1.823308313E0,5.793321866E-1,2.203654196E0
1.455762560E2,2.651094832E0,-1.649148703E-1,1.517222654E0
1.455861870E2,3.236466316E0,-5.647925001E-1,1.200930387E0
1.455961170E2,3.435318426E0,-7.340617919E-1,1.390990623E0
1.456060480E2,3.156838933E0,-7.427039766E-1,1.725968252E0
1.456159790E2,2.465207754E0,-5.989326382E-1,2.009353559E0
1.456259090E2,1.597296910E0,-4.290651762E-1,2.139021413E0
1.456358400E2,7.822093005E-1,-3.021718258E-1,2.062464988E0
1.456457700E2,3.106184577E-1,-2.168662119E-1,1.812194803E0
1.456557010E2,3.052716175E-1,-1.382258391E-1,1.361789628E0
1.456656320E2,5.607547785E-1,-1.175401443E-1,9.622938216E-1
1.456755620E2,6.798288667E-1,-2.432979655E-1,8.821963958E-1
1.456854930E2,5.333437258E-1,-5.141246223E-1,9.119001782E-1
1.456954240E2,1.770904909E-1,-8.829289788E-1,8.121560347E-1
1.457053540E2,-1.909426909E-1,-1.322959439E0,4.909310202E-1
1.457152850E2,-5.748401362E-1,-1.834612443E0,-3.159780521E-3
1.457252150E2,-8.676094200E-1,-2.288818308E0,-6.324582338E-1
1.457351460E2,-1.093986786E0,-2.726191792E0,-1.096542385E0
1.457450760E2,-1.188294481E0,-3.038301546E0,-1.402888538E0
1.457550070E2,-1.083477658E0,-3.253878447E0,-1.311562046E0
1.457649380E2,-7.662210394E-1,-3.362106900E0,-9.682404399E-1
1.457748680E2,-3.630572378E-1,-3.477212264E0,-2.347154407E-1
1.457847990E2,7.635924602E-3,-3.567143610E0,4.212532961E-1
1.457947300E2,2.396915125E-1,-3.691943073E0,7.217873168E-1
1.458046600E2,2.460577051E-1,-3.772468003E0,4.617183673E-1
1.458145910E2,1.995124067E-1,-3.965022662E0,2.929957537E-1
1.458245210E2,2.278701967E-1,-4.089535026E0,-1.457488668E-1
1.458344520E2,4.038899162E-1,-4.116065013E0,-4.469062006E-1
1.458443830E2,7.297569986E-1,-4.041734623E0,-4.739834869E-1
1.458543130E2,1.110501662E0,-3.742516810E0,-4.264830458E-1
1.458642440E2,1.253467327E0,-3.354447632E0,-1.148135877E-1
1.458741740E2,1.287273589E0,-2.834697404E0,8.048125897E-3
1.458841050E2,1.329269315E0,-2.136878994E0,1.002621702E-1
1.458940360E2,1.221515144E0,-1.334728130E0,3.598255914E-2
1.459039660E2,9.638526162E-1,-5.604491884E-1,-2.225181123E-1
1.459138970E2,6.814502996E-1,1.430094463E-1,-4.004243445E-1
1.459238270E2,2.594957396E-1,6.346246272E-1,-6.467067289E-1
1.459337580E2,3.549798484E-2,1.110108510E0,-1.047521667E0
1.459436890E2,1.259768360E-1,1.726251258E0,-1.794488264E0
1.459536190E2,4.193154558E-1,2.374581758E0,-2.295563071E0
1.459635500E2,5.711199915E-1,3.117327250E0,-2.512757896E0
1.459734800E2,3.216342465E-1,3.871002358E0,-2.479187862E0
1.459834110E2,-4.302842111E-1,4.617738574E0,-1.997909389E0
1.459933420E2,-1.285027089E0,5.491420181E0,-1.667301968E0
1.460032720E2,-1.848352961E0,6.480787196E0,-1.502197648E0
1.460132030E2,-2.458739564E0,7.163940790E0,-1.340773566E0
1.460231330E2,-2.723369634E0,7.502451891E0,-5.009274566E-1
1.460330640E2,-2.669710613E0,7.636892243E0,4.103003283E-1
1.460429950E2,-2.332764226E0,7.180870233E0,1.464396569E0
1.460529250E2,-1.692217685E0,6.366940153E0,2.481900970E0
1.460628560E2,-1.004160324E0,5.050254192E0,3.133382535E0
1.460727860E2,-1.298227690E-1,3.581442976E0,3.322417170E0
1.460827177E2,7.209431250E-1,2.187783099E0,3.213320990E0
1.460926487E2,1.483329853E0,1.066208784E0,2.779245919E0
1.461025787E2,2.068336908E0,3.374264431E-1,2.478254646E0
1.461125097E2,1.757253926E0,-2.551748300E-1,2.484197756E0
1.461224397E2,7.005489870E-1,-8.373511022E-1,2.453823810E0
1.461323707E2,-4.498974900E-1,-1.089194189E0,1.994001110E0
